Rxn name	Formula	Gene-reaction association	LB	UB	Objective
HMPK1	4ahmmp_c + atp_c  -> adp_c + 4ampm_c + h_c 	YOL055C or YPL258C or YPR121W	  0.00	999999.00	  0.00
HPPKm	2ahhmp_m + atp_m  -> 2ahhmd_m + amp_m + h_m 	YNL256W	  0.00	999999.00	  0.00
HPROa	1p3h5c_c + 2 h_c + nadh_c  -> 4hpro_LT_c + nad_c 	YER023W	  0.00	999999.00	  0.00
IPCS124_SC	cer1_24_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 ipc124_SC_c 	YKL004W	  0.00	999999.00	  0.00
IPCS126_SC	cer1_26_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 ipc126_SC_c 	YKL004W	  0.00	999999.00	  0.00
IPCS224_SC	cer2_24_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 ipc224_SC_c 	YKL004W	  0.00	999999.00	  0.00
IPCS226_SC	cer2_26_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 ipc226_SC_c 	YKL004W	  0.00	999999.00	  0.00
HPROb	1p3h5c_c + 2 h_c + nadph_c  -> 4hpro_LT_c + nadp_c 	YER023W	  0.00	999999.00	  0.00
HPROxm	4hpro_LT_m + nad_m  -> 1p3h5c_m + 2 h_m + nadh_m 	YHR037W	  0.00	999999.00	  0.00
IPCS324_SC	cer3_24_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 ipc324_SC_c 	YKL004W	  0.00	999999.00	  0.00
IPCS326_SC	cer3_26_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 ipc326_SC_c 	YKL004W	  0.00	999999.00	  0.00
HPROym	4hpro_LT_m + nadp_m  -> 1p3h5c_m + 2 h_m + nadph_m 	YHR037W	  0.00	999999.00	  0.00
FMNRx	fmn_c + h_c + nadh_c  -> fmnh2_c + nad_c 	YLR011W	  0.00	999999.00	  0.00
HSDxi	aspsa_c + h_c + nadh_c  -> hom__L_c + nad_c 	YJR139C	  0.00	999999.00	  0.00
IPDDI	ipdp_c  <=> dmpp_c 	YPL117C	-999999.00	999999.00	  0.00
FMNRx2	fmn_c + h_c + nadph_c  -> fmnh2_c + nadp_c 	YLR011W	  0.00	999999.00	  0.00
IPDPtm	ipdp_c  <=> ipdp_m 		-999999.00	999999.00	  0.00
IPMD	3c2hmp_c + nad_c  -> 3c4mop_c + h_c + nadh_c 	YCL018W	  0.00	999999.00	  0.00
IPPMIa	3c2hmp_c  <=> 2ippm_c + h2o_c 	YGL009C	-999999.00	999999.00	  0.00
IPPMIb	2ippm_c + h2o_c  <=> 3c3hmp_c 	YGL009C	-999999.00	999999.00	  0.00
IPPS	3mob_c + accoa_c + h2o_c  -> 3c3hmp_c + coa_c + h_c 	YOR108W or YNL104C	  0.00	999999.00	  0.00
HSDy	hom__L_c + nadp_c  <=> aspsa_c + h_c + nadph_c 	YJR139C	-999999.00	  0.00	  0.00
HSERTA	accoa_c + hom__L_c  <=> achms_c + coa_c 	YNL277W	-999999.00	999999.00	  0.00
HSK	atp_c + hom__L_c  -> adp_c + h_c + phom_c 	YHR025W	  0.00	999999.00	  0.00
HSTPT	glu__L_c + imacp_c  -> akg_c + hisp_c 	YIL116W	  0.00	999999.00	  0.00
HXANt2r	h_e + hxan_e  <=> h_c + hxan_c 		-999999.00	999999.00	  0.00
HXPRT	hxan_c + prpp_c  -> imp_c + ppi_c 	YDR399W	  0.00	999999.00	  0.00
HYPOE	h2o_c + pyam5p_c  -> pydam_c + pi_c 		  0.00	999999.00	  0.00
IAMACt	iamac_c  -> iamac_e 		  0.00	999999.00	  0.00
IAMOHt	iamoh_c  <=> iamoh_e 		-999999.00	999999.00	  0.00
IAMOHtm	iamoh_c  <=> iamoh_m 		-999999.00	999999.00	  0.00
IBUTACt	ibutac_c  -> ibutac_e 		  0.00	999999.00	  0.00
IBUTOHt	ibutoh_c  <=> ibutoh_e 		-999999.00	999999.00	  0.00
IBUTOHtm	ibutoh_c  <=> ibutoh_m 		-999999.00	999999.00	  0.00
ICDHxm	icit_m + nad_m  -> akg_m + co2_m + nadh_m 	YNL037C and YOR136W	  0.00	999999.00	  0.00
IPPSm	3mob_m + accoa_m + h2o_m  -> 3c3hmp_m + coa_m + h_m 	YNL104C	  0.00	999999.00	  0.00
ITCOALm	atp_m + coa_m + itacon_m  <=> adp_m + itaccoa_m + pi_m 	YGR244C and YOR142W	-999999.00	999999.00	  0.00
KARA1im	alac__S_m + h_m + nadph_m  -> 23dhmb_m + nadp_m 	YLR355C	  0.00	999999.00	  0.00
KARA2im	2ahbut_m + h_m + nadph_m  -> 23dhmp_m + nadp_m 	YLR355C	  0.00	999999.00	  0.00
KYN	Lkynr_c + h2o_c  -> ala__L_c + anth_c + h_c 	YLR231C	  0.00	999999.00	  0.00
KYN3OX	Lkynr_c + h_c + nadph_c + o2_c  -> h2o_c + hLkynr_c + nadp_c 	YBL098W	  0.00	999999.00	  0.00
Kt2r	h_e + k_e  <=> h_c + k_c 		-999999.00	999999.00	  0.00
LALDO3	h_c + mthgxl_c + nadph_c  -> lald__L_c + nadp_c 	YOL151W or YHR104W	  0.00	999999.00	  0.00
LANOSTAT_SC	0.655 hdcoa_c + 0.01 lanost_c + 0.01 hexccoa_c + 0.02 pmtcoa_c + 0.27 odecoa_c + 0.03 stcoa_c + 0.015 tdcoa_c  -> coa_c + 0.01 lanostest_SC_c 	YCR048W	  0.00	999999.00	  0.00
ICDHyr	icit_c + nadp_c  -> akg_c + co2_c + nadph_c 	YLR174W	  0.00	999999.00	  0.00
ICDHym	icit_m + nadp_m  -> akg_m + co2_m + nadph_m 	YDL066W	  0.00	999999.00	  0.00
ICDHyp	icit_x + nadp_x  -> akg_x + co2_x + nadph_x 	YNL009W	  0.00	999999.00	  0.00
ICL	icit_c  -> glx_c + succ_c 	YER065C	  0.00	999999.00	  0.00
LANOSTESTH_SC	h2o_c + 0.01 lanostest_SC_c  -> h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 lanost_c + 0.01 hexc_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c 	YKL140W or YLL012W	  0.00	999999.00	  0.00
FOLD3m	2ahhmd_m + 4abz_m  -> dhpt_m + ppi_m 	YNL256W	  0.00	999999.00	  0.00
LANOSTESTH_SCe	h2o_e + 0.01 lanostest_SC_e  -> h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 lanost_e + 0.01 hexc_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e 	YLR020C	  0.00	999999.00	  0.00
LANOSTt	lanost_e  <=> lanost_c 	YOR011W or YIL013C	-999999.00	999999.00	  0.00
LCADi	h2o_c + lald__L_c + nad_c  -> 2 h_c + lac__L_c + nadh_c 		  0.00	999999.00	  0.00
LCYSTintv	cysi__L_v + h_v  -> cysi__L_c + h_c 	YCR075C	  0.00	999999.00	  0.00
LEUTA	akg_c + leu__L_c  <=> 4mop_c + glu__L_c 	YJR148W	-999999.00	999999.00	  0.00
LEUTAm	akg_m + leu__L_m  <=> 4mop_m + glu__L_m 	YHR208W	-999999.00	999999.00	  0.00
LEUTRS	atp_c + leu__L_c + trnaleu_c  -> amp_c + leutrna_c + ppi_c 	YPL160W	  0.00	999999.00	  0.00
LEUTRSm	atp_m + leu__L_m + trnaleu_m  -> amp_m + leutrna_m + ppi_m 	YLR382C	  0.00	999999.00	  0.00
ID3ACALDt	id3acald_c  <=> id3acald_e 		-999999.00	999999.00	  0.00
ID3ACALDtm	id3acald_c  <=> id3acald_m 		-999999.00	999999.00	  0.00
IG3PS	gln__L_c + prlp_c  -> aicar_c + eig3p_c + glu__L_c + h_c 	YBR248C	  0.00	999999.00	  0.00
IGPDH	eig3p_c  -> h2o_c + imacp_c 	YOR202W	  0.00	999999.00	  0.00
IGPS	2cpr5p_c + h_c  -> 3ig3p_c + co2_c + h2o_c 	YKL211C	  0.00	999999.00	  0.00
ILETA	akg_c + ile__L_c  <=> 3mop_c + glu__L_c 	YJR148W	-999999.00	999999.00	  0.00
ILETAm	akg_m + ile__L_m  <=> 3mop_m + glu__L_m 	YHR208W	-999999.00	999999.00	  0.00
ILETRS	atp_c + ile__L_c + trnaile_c  -> amp_c + iletrna_c + ppi_c 	YBL076C	  0.00	999999.00	  0.00
ILETRSm	atp_m + ile__L_m + trnaile_m  -> amp_m + iletrna_m + ppi_m 	YPL040C	  0.00	999999.00	  0.00
ILEt2r	ile__L_e + h_e  <=> ile__L_c + h_c 	YBR069C or YKR039W or YCL025C or YBR068C or YDR046C	-999999.00	999999.00	  0.00
ILEt6	ile__L_c + h_v  -> ile__L_v + h_c 	YJR001W	  0.00	999999.00	  0.00
ILEt7	ile__L_v + h_v  -> ile__L_c + h_c 	YKL146W or YNL101W	  0.00	999999.00	  0.00
LEUt2r	h_e + leu__L_e  <=> h_c + leu__L_c 	YBR069C or YKR039W or YCL025C or YBR068C or YDR046C or YDR508C	-999999.00	999999.00	  0.00
LEUt6	h_v + leu__L_c  -> h_c + leu__L_v 	YJR001W	  0.00	999999.00	  0.00
LEUt7	h_v + leu__L_v  -> h_c + leu__L_c 	YNL101W or YKL146W	  0.00	999999.00	  0.00
LGTHL	gthrd_c + mthgxl_c  -> lgt__S_c 	YML004C	  0.00	999999.00	  0.00
LNS14DM	2 h_c + lanost_c + 3 nadph_c + 3 o2_c  -> 44mctr_c + for_c + 4 h2o_c + 3 nadp_c 	YHR007C and YHR042W	  0.00	999999.00	  0.00
LNS14DMx	2 h_c + lanost_c + 3 nadh_c + 3 o2_c  -> 44mctr_c + for_c + 4 h2o_c + 3 nad_c 	( YNL111C and YHR007C and YKL150W ) or ( YIL043C and YNL111C and YHR007C )	  0.00	999999.00	  0.00
FORt	for_e  <=> for_c 		-999999.00	999999.00	  0.00
LNSTLS	Ssq23epx_c  -> lanost_c 	YHR072W	  0.00	999999.00	  0.00
MACACI	4mlacac_c  -> 4fumacac_c 		  0.00	999999.00	  0.00
MALOAAtp	mal__L_x + oaa_c  <=> mal__L_c + oaa_x 		-999999.00	999999.00	  0.00
LPCAT_SC	0.01 1agpc_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.27 pmtcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.05 stcoa_c + 0.1 tdcoa_c  -> coa_c + 0.01 pc_SC_c 	YPR140W	  0.00	999999.00	  0.00
LPP_SC	0.01 dagpy_SC_c + h2o_c  -> h_c + 0.01 pa_SC_c + pi_c 	YDR284C or YDR503C	  0.00	999999.00	  0.00
FORtm	for_m  -> for_c 		  0.00	999999.00	  0.00
FRDPtm	frdp_c  <=> frdp_m 		-999999.00	999999.00	  0.00
FRDcm	fadh2_m + fum_c  -> fad_m + succ_c 	YEL047C	  0.00	999999.00	  0.00
LSERDHr	nadp_c + ser__L_c  <=> 2amsa_c + h_c + nadph_c 	YMR226C	-999999.00	999999.00	  0.00
LYSTRS	atp_c + lys__L_c + trnalys_c  -> amp_c + lystrna_c + ppi_c 	YDR037W	  0.00	999999.00	  0.00
LYSTRSm	atp_m + lys__L_m + trnalys_m  -> amp_m + lystrna_m + ppi_m 	YNL073W	  0.00	999999.00	  0.00
LYSt2m	h_c + lys__L_c  <=> h_m + lys__L_m 		-999999.00	999999.00	  0.00
LYSt2r	h_e + lys__L_e  <=> h_c + lys__L_c 	YNL268W or YKR039W	-999999.00	999999.00	  0.00
MALS	accoa_c + h2o_c + glx_c  -> coa_c + h_c + mal__L_c 	YIR031C or YNL117W	  0.00	999999.00	  0.00
MALSp	accoa_x + h2o_x + glx_x  -> coa_x + mal__L_x + h_x 	YIR031C or YNL117W	  0.00	999999.00	  0.00
MALT	h2o_c + malt_c  -> 2 glc__D_c 	YBR299W or YGR292W or YJL221C or YGR287C or YIL172C or YJL216C	  0.00	999999.00	  0.00
MALTt2	h_e + malt_e  -> h_c + malt_c 	YGR289C or YBR298C or YDL247W or YJR160C	  0.00	999999.00	  0.00
MALt2r	h_e + mal__L_e  <=> h_c + mal__L_c 		-999999.00	999999.00	  0.00
MALtm	mal__L_c + pi_m  <=> mal__L_m + pi_c 	YLR348C	-999999.00	999999.00	  0.00
MAN1PT	gtp_c + h_c + man1p_c  -> gdpmann_c + ppi_c 	YDL055C	  0.00	999999.00	  0.00
LYSt6	h_v + lys__L_c  -> h_c + lys__L_v 	YBR293W or YCL069W or YMR088C	  0.00	999999.00	  0.00
L_LACD2cm	2 ficytc_m + lac__L_c  -> 2 focytc_m + pyr_c 	( YML054C and YEL039C ) or ( YML054C and YJR048W )	  0.00	999999.00	  0.00
L_LACt2r	h_e + lac__L_e  <=> h_c + lac__L_c 	YKL217W	-999999.00	999999.00	  0.00
MAN6PI	man6p_c  <=> f6p_c 	YER003C	-999999.00	999999.00	  0.00
L_LACtm	h_c + lac__L_c  <=> h_m + lac__L_m 		-999999.00	999999.00	  0.00
MANNANter	mannan_c  <=> mannan_r 		-999999.00	999999.00	  0.00
FRDm	fadh2_m + fum_m  -> fad_m + succ_m 	YJR051W	  0.00	999999.00	  0.00
MANt2	h_e + man_e  -> h_c + man_c 	YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W	  0.00	999999.00	  0.00
MCITDm	hcit_m  <=> b124tc_m + h2o_m 		-999999.00	999999.00	  0.00
MCITL2m	micit_m  -> succ_m + pyr_m 	YPR006C	  0.00	999999.00	  0.00
FRTT	frdp_c + ipdp_c  -> ggdp_c + ppi_c 	YPL069C	  0.00	999999.00	  0.00
MCITSm	h2o_m + oaa_m + ppcoa_m  -> 2mcit_m + coa_m + h_m 	YPR001W	  0.00	999999.00	  0.00
MCOATA	ACP_c + malcoa_c  <=> coa_c + malACP_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
MCOATAm	ACP_m + malcoa_m  <=> coa_m + malACP_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	-999999.00	999999.00	  0.00
MIPC326PLC_SC	h2o_c + 0.01 mipc326_SC_c  -> cer3_26_c + h_c + manmi1p__D_c 	YER019W	  0.00	999999.00	  0.00
MIPCS124_SC	gdpmann_c + 0.01 ipc124_SC_c  -> gdp_c + h_c + 0.01 mipc124_SC_c 	( YBR036C and YPL057C ) or ( YBR036C and YBR161W )	  0.00	999999.00	  0.00
MIPCS126_SC	gdpmann_c + 0.01 ipc126_SC_c  -> gdp_c + h_c + 0.01 mipc126_SC_c 	( YBR036C and YPL057C ) or ( YBR036C and YBR161W )	  0.00	999999.00	  0.00
MDH	mal__L_c + nad_c  <=> h_c + oaa_c + nadh_c 	YOL126C	-999999.00	999999.00	  0.00
MIPCS224_SC	gdpmann_c + 0.01 ipc224_SC_c  -> gdp_c + h_c + 0.01 mipc224_SC_c 	( YBR036C and YPL057C ) or ( YBR036C and YBR161W )	  0.00	999999.00	  0.00
MDHm	mal__L_m + nad_m  <=> h_m + oaa_m + nadh_m 	YKL085W	-999999.00	999999.00	  0.00
MDHp	mal__L_x + nad_x  <=> h_x + oaa_x + nadh_x 	YDL078C	-999999.00	999999.00	  0.00
MIPCS226_SC	gdpmann_c + 0.01 ipc226_SC_c  -> gdp_c + h_c + 0.01 mipc226_SC_c 	( YBR036C and YPL057C ) or ( YBR036C and YBR161W )	  0.00	999999.00	  0.00
MIPCS324_SC	gdpmann_c + 0.01 ipc324_SC_c  -> gdp_c + h_c + 0.01 mipc324_SC_c 	( YBR036C and YPL057C ) or ( YBR036C and YBR161W )	  0.00	999999.00	  0.00
MIPCS326_SC	gdpmann_c + 0.01 ipc326_SC_c  -> gdp_c + h_c + 0.01 mipc326_SC_c 	( YBR036C and YPL057C ) or ( YBR036C and YBR161W )	  0.00	999999.00	  0.00
MMETt2	h_e + mmet_e  -> h_c + mmet_c 	YLL061W	  0.00	999999.00	  0.00
FRUK	atp_c + f1p_c  -> adp_c + fdp_c + h_c 		  0.00	999999.00	  0.00
MDRPD	5mdru1p_c  -> dkmpp_c + h2o_c 		  0.00	999999.00	  0.00
FRUt2	fru_e + h_e  -> fru_c + h_c 	YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W	  0.00	999999.00	  0.00
FTHFCL	5fthf_c + atp_c  -> adp_c + methf_c + pi_c 	YER183C	  0.00	999999.00	  0.00
ME1m	mal__L_m + nad_m  -> co2_m + nadh_m + pyr_m 	YKL029C	  0.00	999999.00	  0.00
ME2m	mal__L_m + nadp_m  -> co2_m + nadph_m + pyr_m 	YKL029C	  0.00	999999.00	  0.00
MOHMT	3mob_c + h2o_c + mlthf_c  -> 2dhp_c + thf_c 	YBR176W	  0.00	999999.00	  0.00
MTAP	5mta_c + pi_c  -> 5mdr1p_c + ade_c 	YLR017W	  0.00	999999.00	  0.00
MELIBt2	h_e + melib_e  -> h_c + melib_c 		  0.00	999999.00	  0.00
FTHFCLm	5fthf_m + atp_m  -> adp_m + methf_m + pi_m 		  0.00	999999.00	  0.00
MELTGH	h2o_c + melt_c  <=> gal_c + sbt__D_c 	YBR184W	-999999.00	999999.00	  0.00
METAT	atp_c + h2o_c + met__L_c  -> amet_c + ppi_c + pi_c 	YDR502C or YLR180W	  0.00	999999.00	  0.00
MTHFC	h2o_c + methf_c  <=> 10fthf_c + h_c 	YGR204W	-999999.00	999999.00	  0.00
MTHFCm	h2o_m + methf_m  <=> 10fthf_m + h_m 	YBR084W	-999999.00	999999.00	  0.00
MTHFD	mlthf_c + nadp_c  <=> methf_c + nadph_c 	YGR204W	-999999.00	999999.00	  0.00
FTHFI	5fthf_c + atp_c + h2o_c  -> 10fthf_c + adp_c + h_c + pi_c 		  0.00	999999.00	  0.00
MTHFD2i	mlthf_c + nad_c  -> methf_c + nadh_c 	YKR080W	  0.00	999999.00	  0.00
MTHFDm	mlthf_m + nadp_m  <=> methf_m + nadph_m 	YBR084W	-999999.00	999999.00	  0.00
MTHFR3	2 h_c + mlthf_c + nadph_c  -> 5mthf_c + nadp_c 	YPL023C or YGL125W	  0.00	999999.00	  0.00
METB1	achms_c + cys__L_c  -> ac_c + cyst__L_c + h_c 	YJR130C	  0.00	999999.00	  0.00
METS	5mthf_c + hcys__L_c  -> h_c + met__L_c + thf_c 	YER091C	  0.00	999999.00	  0.00
METTRS	atp_c + met__L_c + trnamet_c  -> amp_c + mettrna_c + ppi_c 	YGR264C	  0.00	999999.00	  0.00
METTRSm	atp_m + met__L_m + trnamet_m  -> amp_m + mettrna_m + ppi_m 	YGR171C	  0.00	999999.00	  0.00
METt2m	h_m + met__L_m  <=> h_c + met__L_c 		-999999.00	999999.00	  0.00
FTHFLi	atp_c + for_c + thf_c  -> 10fthf_c + adp_c + pi_c 	YGR204W	  0.00	999999.00	  0.00
METt2r	h_e + met__L_e  <=> h_c + met__L_c 	YKR039W or YCL025C or YDR508C or YBR068C or YDR046C or YGR055W or YHL036W	-999999.00	999999.00	  0.00
MTRI	5mdr1p_c  <=> 5mdru1p_c 		-999999.00	999999.00	  0.00
NABTNO	h2o_c + n4abutn_c + nad_c  -> 4aabutn_c + 2 h_c + nadh_c 		  0.00	999999.00	  0.00
NACt	nac_e  <=> nac_c 	YGR260W	-999999.00	999999.00	  0.00
NADDPp	h2o_x + nad_x  -> amp_x + 2 h_x + nmn_x 	YGL067W	  0.00	999999.00	  0.00
NADH2_u6cm	h_c + nadh_c + q6_m  -> nad_c + q6h2_m 	YMR145C or YDL085W	  0.00	999999.00	  0.00
NADH2_u6m	h_m + nadh_m + q6_m  -> nad_m + q6h2_m 	YML120C or YKL192C	  0.00	999999.00	  0.00
NADK	atp_c + nad_c  -> adp_c + h_c + nadp_c 	YJR049C or YEL041W or YPL188W	  0.00	999999.00	  0.00
MEVK1	atp_c + mev__R_c  -> 5pmev_c + adp_c + h_c 	YMR208W	  0.00	999999.00	  0.00
MEVK2	ctp_c + mev__R_c  -> 5pmev_c + cdp_c + h_c 	YMR208W	  0.00	999999.00	  0.00
MEVK3	gtp_c + mev__R_c  -> 5pmev_c + gdp_c + h_c 	YMR208W	  0.00	999999.00	  0.00
MEVK4	mev__R_c + utp_c  -> 5pmev_c + h_c + udp_c 	YMR208W	  0.00	999999.00	  0.00
MFAPS_SC	amet_c + 0.01 ptdmeeta_SC_c  -> ahcys_c + h_c + 0.01 ptd2meeta_SC_c 	YJR073C	  0.00	999999.00	  0.00
MGSA	dhap_c  -> mthgxl_c + pi_c 		  0.00	999999.00	  0.00
MHPGLUT	hcys__L_c + mhpglu_c  -> met__L_c + hpglu_c 	YER091C	  0.00	999999.00	  0.00
NADKm	atp_m + nad_m  -> adp_m + h_m + nadp_m 	YEL041W or YJR049C or YPL188W	  0.00	999999.00	  0.00
NADN	h2o_c + nad_c  -> adprib_c + h_c + ncam_c 		  0.00	999999.00	  0.00
NADNm	h2o_m + nad_m  -> adprib_m + h_m + ncam_m 		  0.00	999999.00	  0.00
MI13456PKn	atp_n + mi13456p_n  -> adp_n + h_n + minohp_n 	YDR315C	  0.00	999999.00	  0.00
FTHFLmi	atp_m + for_m + thf_m  -> 10fthf_m + adp_m + pi_m 	YBR084W	  0.00	999999.00	  0.00
MI1345PKn	atp_n + mi1345p_n  -> adp_n + h_n + mi13456p_n 	YDR173C	  0.00	999999.00	  0.00
MI1456PKn	atp_n + mi1456p_n  -> adp_n + h_n + mi13456p_n 	YDR173C	  0.00	999999.00	  0.00
MI145P6Kn	atp_n + mi145p_n  -> adp_n + h_n + mi1456p_n 	YDR173C	  0.00	999999.00	  0.00
MI145PKn	atp_n + mi145p_n  -> adp_n + h_n + mi1345p_n 	YDR173C	  0.00	999999.00	  0.00
NADPPPS	h2o_c + nadp_c  -> nad_c + pi_c 		  0.00	999999.00	  0.00
NADPPPSm	h2o_m + nadp_m  -> nad_m + pi_m 		  0.00	999999.00	  0.00
NADPt	nadp_c  <=> nadp_e 		-999999.00	999999.00	  0.00
MI145Ptn	mi145p_c  <=> mi145p_n 		-999999.00	999999.00	  0.00
FUM	fum_c + h2o_c  <=> mal__L_c 	YPL262W	-999999.00	999999.00	  0.00
MI1PP	h2o_c + mi1p__D_c  -> inost_c + pi_c 	YHR046C	  0.00	999999.00	  0.00
MI1PS	g6p_c  -> mi1p__D_c 	YJL153C	  0.00	999999.00	  0.00
MINOHPtn	minohp_c  <=> minohp_n 		-999999.00	999999.00	  0.00
NADS1	atp_c + dnad_c + nh4_c  -> amp_c + h_c + nad_c + ppi_c 	YHR074W	  0.00	999999.00	  0.00
NADS1n	atp_n + dnad_n + nh4_n  -> amp_n + h_n + nad_n + ppi_n 	YHR074W	  0.00	999999.00	  0.00
NADtn	nad_n  <=> nad_c 		-999999.00	999999.00	  0.00
MIP2C124PLC_SC	h2o_c + 0.01 mip2c124_SC_c  -> cer1_24_c + h_c + man2mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
NAPRT	h_c + nac_c + prpp_c  -> ppi_c + nicrnt_c 	YOR209C	  0.00	999999.00	  0.00
MIP2C126PLC_SC	h2o_c + 0.01 mip2c126_SC_c  -> cer1_26_c + h_c + man2mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
FUMAC	4fumacac_c + h2o_c  -> acac_c + fum_c + h_c 		  0.00	999999.00	  0.00
MIP2C224PLC_SC	h2o_c + 0.01 mip2c224_SC_c  -> cer2_24_c + h_c + man2mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
MIP2C226PLC_SC	h2o_c + 0.01 mip2c226_SC_c  -> cer2_26_c + h_c + man2mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
MIP2C324PLC_SC	h2o_c + 0.01 mip2c324_SC_c  -> cer3_24_c + h_c + man2mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
MIP2C326PLC_SC	h2o_c + 0.01 mip2c326_SC_c  -> cer3_26_c + h_c + man2mi1p__D_c 	YER019W	  0.00	999999.00	  0.00
NAPRTm	h_m + nac_m + prpp_m  -> ppi_m + nicrnt_m 	YOR209C	  0.00	999999.00	  0.00
NAt3_1	h_e + na1_c  <=> h_c + na1_e 	YLR138W	-999999.00	999999.00	  0.00
NDP1	adp_c + h2o_c  -> amp_c + h_c + pi_c 	YER005W	  0.00	999999.00	  0.00
NDP3	gdp_c + h2o_c  -> gmp_c + h_c + pi_c 	YER005W	  0.00	999999.00	  0.00
NDP3g	gdp_g + h2o_g  -> gmp_g + h_g + pi_g 	YEL042W	  0.00	999999.00	  0.00
NDP4	dgdp_c + h2o_c  -> dgmp_c + h_c + pi_c 		  0.00	999999.00	  0.00
MIP2CS124_SC	0.01 mipc124_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c124_SC_c 	YDR072C	  0.00	999999.00	  0.00
MIP2CS126_SC	0.01 mipc126_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c126_SC_c 	YDR072C	  0.00	999999.00	  0.00
NDP7	h2o_c + udp_c  -> h_c + pi_c + ump_c 	YER005W	  0.00	999999.00	  0.00
MIP2CS224_SC	0.01 mipc224_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c224_SC_c 	YDR072C	  0.00	999999.00	  0.00
FUMm	fum_m + h2o_m  <=> mal__L_m 	YPL262W	-999999.00	999999.00	  0.00
MIP2CS226_SC	0.01 mipc226_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c226_SC_c 	YDR072C	  0.00	999999.00	  0.00
MIP2CS324_SC	0.01 mipc324_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c324_SC_c 	YDR072C	  0.00	999999.00	  0.00
MIP2CS326_SC	0.01 mipc326_SC_c + 0.01 ptd1ino_SC_c  -> 0.01 12dgr_SC_c + 0.01 mip2c326_SC_c 	YDR072C	  0.00	999999.00	  0.00
MIPC124PLC_SC	h2o_c + 0.01 mipc124_SC_c  -> cer1_24_c + h_c + manmi1p__D_c 	YER019W	  0.00	999999.00	  0.00
NDPK1	atp_c + gdp_c  <=> adp_c + gtp_c 	YKL067W	-999999.00	999999.00	  0.00
NDPK2	atp_c + udp_c  <=> adp_c + utp_c 	YKL067W	-999999.00	999999.00	  0.00
NDPK3	cdp_c + atp_c  <=> adp_c + ctp_c 	YKL067W	-999999.00	999999.00	  0.00
NDPK4	atp_c + dtdp_c  <=> adp_c + dttp_c 	YKL067W	-999999.00	999999.00	  0.00
NDPK5	dgdp_c + atp_c  <=> adp_c + dgtp_c 	YKL067W	-999999.00	999999.00	  0.00
MIPC126PLC_SC	h2o_c + 0.01 mipc126_SC_c  -> cer1_26_c + h_c + manmi1p__D_c 	YER019W	  0.00	999999.00	  0.00
NDPK6	atp_c + dudp_c  <=> adp_c + dutp_c 	YKL067W	-999999.00	999999.00	  0.00
FUMt2r	fum_e + h_e  <=> fum_c + h_c 		-999999.00	999999.00	  0.00
NDPK7	dcdp_c + atp_c  <=> adp_c + dctp_c 	YKL067W	-999999.00	999999.00	  0.00
NDPK8	atp_c + dadp_c  <=> adp_c + datp_c 	YKL067W	-999999.00	999999.00	  0.00
MIPC224PLC_SC	h2o_c + 0.01 mipc224_SC_c  -> cer2_24_c + h_c + manmi1p__D_c 	YER019W	  0.00	999999.00	  0.00
MIPC226PLC_SC	h2o_c + 0.01 mipc226_SC_c  -> cer2_26_c + h_c + manmi1p__D_c 	YER019W	  0.00	999999.00	  0.00
